customer_id,tenure_months,monthly_charges,contract_type,num_support_tickets,avg_satisfaction_score,customer_notes,churn_label
CUST-000448,25,87.37,one-year,4,6.07,Recent support interactions were helpful and professional. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Billing service customer team review experience account review.,0
CUST-000449,11,109.32,month-to-month,3,4.65,The customer left brief feedback without strong sentiment. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000450,34,59.39,one-year,2,8.06,The onboarding experience was smooth. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000451,72,75.31,month-to-month,1,8.56,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window. Primary issue category: feature request.,0
CUST-000452,33,67.97,two-year,3,3.76,The onboarding experience was smooth. The customer opened 3 support ticket(s) in the recent review window. Primary issue category: pricing complaint.,1
CUST-000453,58,73.81,one-year,0,7.21,Network performance has improved over the last quarter. The customer opened 0 support ticket(s) in the recent review window. Internal follow-up note: Followup support pricing pricing contract pricing renewal review.,0
CUST-000454,33,74.75,month-to-month,4,6.67,The service has been reliable lately. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000455,13,112.03,month-to-month,3,6.73,The team scheduled a check-in call for next month. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Review account team contract pricing customer billing renewal.,0
CUST-000456,3,93.37,month-to-month,3,7.91,Recent conversations suggest growing dissatisfaction. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000457,45,68.34,two-year,1,8.0,The customer mentioned the portal is easy to use. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Customer renewal experience service followup customer contract experience. Primary issue category: billing issue.,0
CUST-000458,15,109.92,month-to-month,4,5.47,There was a general inquiry about available add-ons. The customer opened 4 support ticket(s) in the recent review window. Primary issue category: feature request.,1
CUST-000459,30,64.31,one-year,2,9.84,The service has been reliable lately. The customer opened 2 support ticket(s) in the recent review window. Primary issue category: billing issue.,0
CUST-000460,40,67.56,one-year,1,8.57,The service has been reliable lately. The customer opened 1 support ticket(s) in the recent review window. Primary issue category: feature request.,0
CUST-000461,47,61.99,month-to-month,5,5.4,Recent support interactions were helpful and professional. The customer opened 5 support ticket(s) in the recent review window. Internal follow-up note: Review followup billing team pricing customer experience stability. Primary issue category: billing issue.,1
CUST-000462,28,80.55,month-to-month,1,5.78,The service has been reliable lately. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000463,28,43.12,two-year,0,8.84,Recent support interactions were helpful and professional. The customer opened 0 support ticket(s) in the recent review window. Primary issue category: feature request.,0
CUST-000464,17,95.41,month-to-month,2,5.71,The customer left brief feedback without strong sentiment. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000465,30,88.48,month-to-month,2,6.16,The onboarding experience was smooth. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000466,14,69.6,one-year,1,6.48,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000467,23,70.45,one-year,6,5.54,The onboarding experience was smooth. The customer opened 6 support ticket(s) in the recent review window.,1
CUST-000468,24,75.34,two-year,1,6.51,They appreciate the current pricing plan. The customer opened 1 support ticket(s) in the recent review window. Primary issue category: pricing complaint.,0
CUST-000469,38,65.26,month-to-month,2,4.7,They contacted support for standard account maintenance. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000470,6,89.78,month-to-month,1,8.77,Network performance has improved over the last quarter. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000471,15,95.09,month-to-month,3,6.0,Network performance has improved over the last quarter. The customer opened 3 support ticket(s) in the recent review window. Primary issue category: contract clarification.,1
CUST-000472,23,58.91,month-to-month,5,7.82,Network performance has improved over the last quarter. The customer opened 5 support ticket(s) in the recent review window.,0
CUST-000473,23,93.45,month-to-month,2,7.01,The service has been reliable lately. The customer opened 2 support ticket(s) in the recent review window. Primary issue category: pricing complaint.,0
CUST-000474,33,58.62,month-to-month,1,8.55,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000475,70,77.35,month-to-month,5,7.15,The onboarding experience was smooth. The customer opened 5 support ticket(s) in the recent review window.,0
CUST-000476,2,71.35,month-to-month,4,7.76,The customer asked for a usage summary before renewal. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Review followup billing feedback followup stability team service.,1
CUST-000477,72,99.04,month-to-month,5,6.32,The team scheduled a check-in call for next month. The customer opened 5 support ticket(s) in the recent review window. Internal follow-up note: Customer followup usage experience customer account feedback experience. Primary issue category: feature request.,0
CUST-000478,68,50.8,one-year,4,6.22,The customer mentioned the portal is easy to use. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Team renewal customer feedback account review usage account.,1
CUST-000479,41,45.52,one-year,1,8.07,Network performance has improved over the last quarter. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000480,26,85.19,month-to-month,2,9.96,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Account followup review review feedback renewal billing review.,0
CUST-000481,13,79.87,month-to-month,2,6.54,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Account experience usage account experience account service experience.,0
CUST-000482,41,59.56,month-to-month,0,7.92,The onboarding experience was smooth. The customer opened 0 support ticket(s) in the recent review window. Internal follow-up note: Followup experience pricing billing followup service service service.,0
CUST-000483,27,78.5,one-year,2,6.77,The service has been reliable lately. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000484,18,56.88,month-to-month,3,7.16,The team scheduled a check-in call for next month. The customer opened 3 support ticket(s) in the recent review window. Primary issue category: setup assistance.,0
CUST-000485,40,66.29,month-to-month,2,5.93,The onboarding experience was smooth. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Review stability support service team service followup usage.,0
CUST-000486,45,71.85,month-to-month,1,4.16,The service has been reliable lately. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000487,55,90.23,month-to-month,2,6.51,They appreciate the current pricing plan. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000488,12,103.98,month-to-month,3,6.41,The account owner requested a routine plan review. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000489,50,94.44,month-to-month,3,4.67,The customer left brief feedback without strong sentiment. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Followup followup customer experience feedback support team review.,1
CUST-000490,18,82.61,month-to-month,4,6.9,The customer left brief feedback without strong sentiment. The customer opened 4 support ticket(s) in the recent review window.,1
CUST-000491,26,37.34,one-year,3,6.66,Recent support interactions were helpful and professional. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Customer followup service followup service renewal account review.,0
CUST-000492,30,76.07,one-year,2,6.59,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000493,48,87.95,one-year,4,7.54,The onboarding experience was smooth. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000494,37,98.61,month-to-month,1,7.56,They appreciate the current pricing plan. The customer opened 1 support ticket(s) in the recent review window. Primary issue category: service outage.,0
CUST-000495,17,79.42,one-year,1,7.31,The customer mentioned the portal is easy to use. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Renewal followup customer pricing account experience billing support. Primary issue category: slow support response.,0
CUST-000496,2,70.99,month-to-month,4,6.65,The latest support case took too long to close. The customer opened 4 support ticket(s) in the recent review window. Primary issue category: slow support response.,0
CUST-000497,32,74.89,month-to-month,5,5.7,Network performance has improved over the last quarter. The customer opened 5 support ticket(s) in the recent review window. Internal follow-up note: Experience feedback account feedback review pricing billing review.,0
CUST-000498,26,98.39,one-year,2,4.77,The customer mentioned the portal is easy to use. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Contract support billing stability customer support usage team.,0
CUST-000499,7,66.91,month-to-month,5,5.43,The team scheduled a check-in call for next month. The customer opened 5 support ticket(s) in the recent review window. Internal follow-up note: Service customer billing renewal usage team followup pricing.,0
CUST-000500,28,66.89,month-to-month,1,4.98,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Team customer billing contract stability followup stability contract.,0
CUST-000501,23,85.06,one-year,1,7.91,Network performance has improved over the last quarter. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000502,54,53.96,two-year,1,8.44,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000503,72,43.46,two-year,0,8.41,Recent support interactions were helpful and professional. The customer opened 0 support ticket(s) in the recent review window.,0
CUST-000504,44,101.47,month-to-month,4,6.69,The customer mentioned the portal is easy to use. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Feedback pricing usage feedback service usage usage experience.,1
CUST-000505,22,90.49,month-to-month,1,7.81,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Review contract stability account feedback stability stability stability.,0
CUST-000506,24,66.33,one-year,0,5.46,Recent support interactions were helpful and professional. The customer opened 0 support ticket(s) in the recent review window.,0
CUST-000507,12,69.8,month-to-month,5,5.31,There was a general inquiry about available add-ons. The customer opened 5 support ticket(s) in the recent review window.,0
CUST-000508,29,92.44,two-year,2,5.21,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000509,21,83.88,month-to-month,1,6.19,The customer mentioned the portal is easy to use. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000510,19,104.14,month-to-month,4,7.33,The onboarding experience was smooth. The customer opened 4 support ticket(s) in the recent review window. Primary issue category: setup assistance.,0
CUST-000511,7,99.25,month-to-month,4,6.32,They contacted support for standard account maintenance. The customer opened 4 support ticket(s) in the recent review window.,1
CUST-000512,55,52.71,two-year,2,7.59,The service has been reliable lately. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Service billing account billing customer customer stability team.,0
CUST-000513,60,71.82,month-to-month,6,5.49,The onboarding experience was smooth. The customer opened 6 support ticket(s) in the recent review window.,0
CUST-000514,54,99.25,month-to-month,3,5.22,They contacted support for standard account maintenance. The customer opened 3 support ticket(s) in the recent review window.,1
CUST-000515,61,99.48,month-to-month,1,7.22,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Team pricing renewal support followup followup stability feedback.,1
CUST-000516,72,52.72,month-to-month,1,8.53,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000517,12,93.54,month-to-month,3,6.91,The customer asked for a usage summary before renewal. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000518,72,65.3,one-year,3,4.67,Network performance has improved over the last quarter. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000519,17,70.47,month-to-month,2,6.98,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Team contract renewal experience feedback contract feedback renewal.,0
CUST-000520,44,64.74,two-year,2,4.19,They appreciate the current pricing plan. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000521,28,45.07,two-year,1,7.81,Network performance has improved over the last quarter. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000522,16,78.59,month-to-month,1,6.19,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000523,45,68.72,month-to-month,1,5.44,They appreciate the current pricing plan. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Stability feedback support team customer feedback usage account. Primary issue category: contract clarification.,1
CUST-000524,37,62.34,one-year,1,7.35,They appreciate the current pricing plan. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000525,17,83.94,month-to-month,2,6.83,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window. Primary issue category: feature request.,1
CUST-000526,24,69.46,month-to-month,6,5.61,They appreciate the current pricing plan. The customer opened 6 support ticket(s) in the recent review window.,0
CUST-000527,38,84.18,two-year,2,9.46,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Team pricing followup team team usage customer review.,0
CUST-000528,45,67.81,two-year,6,5.99,Recent support interactions were helpful and professional. The customer opened 6 support ticket(s) in the recent review window.,0
CUST-000529,57,92.12,one-year,1,7.13,They appreciate the current pricing plan. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Service stability feedback stability followup billing renewal service.,0
CUST-000530,12,83.6,month-to-month,2,6.9,The onboarding experience was smooth. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000531,23,64.18,one-year,0,7.13,Recent support interactions were helpful and professional. The customer opened 0 support ticket(s) in the recent review window. Primary issue category: service outage.,0
CUST-000532,21,96.84,one-year,1,8.7,The service has been reliable lately. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000533,27,75.05,month-to-month,6,5.96,The team scheduled a check-in call for next month. The customer opened 6 support ticket(s) in the recent review window.,1
CUST-000534,33,67.56,one-year,3,6.95,The onboarding experience was smooth. The customer opened 3 support ticket(s) in the recent review window. Primary issue category: billing issue.,0
CUST-000535,29,92.86,month-to-month,0,5.94,Recent support interactions were helpful and professional. The customer opened 0 support ticket(s) in the recent review window.,0
CUST-000536,31,65.09,month-to-month,4,6.03,They appreciate the current pricing plan. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000537,21,94.18,month-to-month,2,7.03,They appreciate the current pricing plan. The customer opened 2 support ticket(s) in the recent review window. Primary issue category: pricing complaint.,1
CUST-000538,21,92.39,month-to-month,4,5.15,The customer asked for a usage summary before renewal. The customer opened 4 support ticket(s) in the recent review window. Primary issue category: login trouble.,1
CUST-000539,21,101.99,month-to-month,5,4.75,The customer asked for a usage summary before renewal. The customer opened 5 support ticket(s) in the recent review window. Internal follow-up note: Support billing experience stability contract followup team support.,0
CUST-000540,30,76.06,two-year,1,7.57,Network performance has improved over the last quarter. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Stability review team usage customer feedback feedback pricing.,0
CUST-000541,28,82.16,two-year,0,6.75,Recent support interactions were helpful and professional. The customer opened 0 support ticket(s) in the recent review window. Primary issue category: slow support response.,0
CUST-000542,32,80.69,month-to-month,2,5.53,They contacted support for standard account maintenance. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000543,55,47.92,two-year,0,7.06,Recent support interactions were helpful and professional. The customer opened 0 support ticket(s) in the recent review window. Internal follow-up note: Contract review usage service renewal review pricing review. Primary issue category: setup assistance.,0
CUST-000544,45,90.44,two-year,2,6.54,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000545,21,62.85,month-to-month,1,7.14,The customer mentioned the portal is easy to use. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000546,8,66.59,month-to-month,2,6.07,The team scheduled a check-in call for next month. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000547,15,93.21,month-to-month,1,7.33,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000548,18,107.51,month-to-month,7,4.01,The customer is actively comparing competitors. The customer opened 7 support ticket(s) in the recent review window.,0
CUST-000549,26,73.97,one-year,0,7.03,They appreciate the current pricing plan. The customer opened 0 support ticket(s) in the recent review window. Internal follow-up note: Pricing usage usage contract team service followup account.,0
CUST-000550,25,97.49,month-to-month,4,7.26,Network performance has improved over the last quarter. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000551,22,56.1,month-to-month,2,7.65,The service has been reliable lately. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000552,30,75.61,month-to-month,5,7.17,The service has been reliable lately. The customer opened 5 support ticket(s) in the recent review window.,0
CUST-000553,11,59.78,month-to-month,2,7.89,The customer left brief feedback without strong sentiment. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Followup service billing service support customer support stability.,1
CUST-000554,27,75.07,two-year,1,8.76,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000555,38,59.5,month-to-month,3,7.47,The customer mentioned the portal is easy to use. The customer opened 3 support ticket(s) in the recent review window. Primary issue category: contract clarification.,0
CUST-000556,11,68.13,month-to-month,4,7.5,Network performance has improved over the last quarter. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000557,4,94.48,month-to-month,3,5.47,The account owner requested a routine plan review. The customer opened 3 support ticket(s) in the recent review window.,1
CUST-000558,44,94.95,month-to-month,3,6.85,The service has been reliable lately. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000559,15,71.07,one-year,1,8.07,Network performance has improved over the last quarter. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000560,15,93.28,month-to-month,4,7.31,They contacted support for standard account maintenance. The customer opened 4 support ticket(s) in the recent review window.,1
CUST-000561,37,88.87,month-to-month,1,6.45,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Stability stability pricing contract usage contract account usage.,0
CUST-000562,11,83.0,month-to-month,2,6.68,They appreciate the current pricing plan. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000563,42,46.11,two-year,1,7.14,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Account review team support renewal feedback feedback renewal.,0
CUST-000564,13,81.57,one-year,3,9.27,The customer mentioned the portal is easy to use. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Followup billing stability pricing support followup account billing. Primary issue category: pricing complaint.,0
CUST-000565,20,80.98,one-year,3,5.4,The customer mentioned the portal is easy to use. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000566,19,85.1,one-year,1,6.28,The customer mentioned the portal is easy to use. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000567,24,76.05,one-year,4,4.32,The onboarding experience was smooth. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000568,34,65.52,month-to-month,1,7.58,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000569,15,94.96,month-to-month,5,8.04,They contacted support for standard account maintenance. The customer opened 5 support ticket(s) in the recent review window. Internal follow-up note: Contract support usage experience feedback usage team usage. Primary issue category: billing issue.,0
CUST-000570,44,80.06,month-to-month,1,7.23,The service has been reliable lately. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000571,23,77.1,month-to-month,2,7.36,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000572,43,57.14,two-year,1,7.15,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000573,12,76.18,month-to-month,3,6.35,The team scheduled a check-in call for next month. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Usage billing feedback feedback support stability experience contract.,0
CUST-000574,49,79.62,one-year,2,7.17,The onboarding experience was smooth. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000575,38,42.31,two-year,3,6.77,The onboarding experience was smooth. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000576,37,67.43,month-to-month,4,4.97,The service has been reliable lately. The customer opened 4 support ticket(s) in the recent review window.,0
CUST-000577,34,58.28,two-year,1,6.93,The service has been reliable lately. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000578,16,95.71,one-year,1,7.78,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000579,40,76.56,two-year,2,8.08,The customer mentioned the portal is easy to use. The customer opened 2 support ticket(s) in the recent review window. Primary issue category: setup assistance.,0
CUST-000580,33,59.09,month-to-month,1,8.62,The onboarding experience was smooth. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Usage service service account team billing team pricing.,0
CUST-000581,33,100.98,month-to-month,6,5.31,The customer left brief feedback without strong sentiment. The customer opened 6 support ticket(s) in the recent review window. Internal follow-up note: Feedback customer renewal renewal service billing service contract.,0
CUST-000582,30,101.49,month-to-month,7,4.75,There was a general inquiry about available add-ons. The customer opened 7 support ticket(s) in the recent review window. Internal follow-up note: Support stability support followup team stability service support.,0
CUST-000583,29,66.34,month-to-month,1,7.66,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Billing billing team stability contract billing review support.,0
CUST-000584,13,50.36,month-to-month,6,4.67,The account owner requested a routine plan review. The customer opened 6 support ticket(s) in the recent review window.,0
CUST-000585,23,63.85,two-year,0,6.32,The service has been reliable lately. The customer opened 0 support ticket(s) in the recent review window.,0
CUST-000586,18,88.47,one-year,1,7.15,They appreciate the current pricing plan. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000587,45,102.18,month-to-month,5,3.98,The customer asked for a usage summary before renewal. The customer opened 5 support ticket(s) in the recent review window.,1
CUST-000588,72,66.81,month-to-month,6,6.13,The customer left brief feedback without strong sentiment. The customer opened 6 support ticket(s) in the recent review window. Primary issue category: service outage.,1
CUST-000589,72,103.53,month-to-month,5,6.24,The team scheduled a check-in call for next month. The customer opened 5 support ticket(s) in the recent review window. Internal follow-up note: Renewal contract renewal contract renewal renewal pricing followup.,0
CUST-000590,27,51.95,month-to-month,2,5.51,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Pricing account contract renewal team support usage billing. Primary issue category: billing issue.,0
CUST-000591,45,55.75,two-year,2,7.52,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000592,21,78.38,month-to-month,3,5.6,They appreciate the current pricing plan. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000593,27,99.27,month-to-month,3,4.81,The service has been reliable lately. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000594,15,91.48,one-year,1,9.53,The service has been reliable lately. The customer opened 1 support ticket(s) in the recent review window. Primary issue category: pricing complaint.,0
CUST-000595,20,97.76,month-to-month,2,5.5,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000596,12,66.93,month-to-month,3,4.37,They contacted support for standard account maintenance. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000597,21,84.3,one-year,3,7.01,The customer mentioned the portal is easy to use. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000598,16,80.25,one-year,2,6.79,The customer mentioned the portal is easy to use. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000599,33,39.66,two-year,0,8.66,The service has been reliable lately. The customer opened 0 support ticket(s) in the recent review window. Internal follow-up note: Team customer pricing team stability renewal feedback stability.,0
CUST-000600,35,40.76,one-year,1,8.79,The service has been reliable lately. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Billing renewal account experience feedback pricing usage experience.,0
CUST-000601,28,97.49,month-to-month,5,4.63,They contacted support for standard account maintenance. The customer opened 5 support ticket(s) in the recent review window.,0
CUST-000602,16,70.6,one-year,2,5.89,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000603,39,43.99,two-year,0,8.46,The onboarding experience was smooth. The customer opened 0 support ticket(s) in the recent review window. Internal follow-up note: Review stability feedback service experience followup billing billing.,0
CUST-000604,36,66.61,one-year,1,8.27,Network performance has improved over the last quarter. The customer opened 1 support ticket(s) in the recent review window. Primary issue category: service outage.,0
CUST-000605,32,68.34,two-year,2,6.87,The service has been reliable lately. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000606,24,70.52,one-year,0,6.52,The service has been reliable lately. The customer opened 0 support ticket(s) in the recent review window. Internal follow-up note: Contract contract support account renewal support feedback team. Primary issue category: feature request.,0
CUST-000607,41,39.89,two-year,0,8.98,They appreciate the current pricing plan. The customer opened 0 support ticket(s) in the recent review window.,0
CUST-000608,29,109.18,month-to-month,3,6.54,The customer mentioned the portal is easy to use. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Contract usage experience pricing billing customer billing support.,0
CUST-000609,17,87.0,one-year,0,7.2,They appreciate the current pricing plan. The customer opened 0 support ticket(s) in the recent review window.,0
CUST-000610,33,77.36,month-to-month,4,5.55,The onboarding experience was smooth. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Followup pricing pricing feedback stability contract support renewal.,0
CUST-000611,7,82.61,month-to-month,7,4.96,Recent conversations suggest growing dissatisfaction. The customer opened 7 support ticket(s) in the recent review window. Internal follow-up note: Pricing support billing account followup renewal billing experience. Primary issue category: billing issue.,1
CUST-000612,20,77.43,one-year,4,7.69,Network performance has improved over the last quarter. The customer opened 4 support ticket(s) in the recent review window. Primary issue category: login trouble.,0
CUST-000613,37,46.53,two-year,0,6.49,The service has been reliable lately. The customer opened 0 support ticket(s) in the recent review window.,0
CUST-000614,25,69.02,two-year,1,5.63,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Experience review feedback usage customer account customer renewal.,0
CUST-000615,8,67.93,month-to-month,4,5.06,They said the price feels too high for the value received. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Pricing review pricing billing feedback support followup feedback.,0
CUST-000616,45,66.91,one-year,1,6.79,Network performance has improved over the last quarter. The customer opened 1 support ticket(s) in the recent review window. Primary issue category: feature request.,0
CUST-000617,19,56.22,one-year,2,6.17,The customer mentioned the portal is easy to use. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000618,16,69.47,month-to-month,1,8.68,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000619,47,102.58,month-to-month,0,7.44,The service has been reliable lately. The customer opened 0 support ticket(s) in the recent review window. Internal follow-up note: Pricing feedback usage stability account usage usage followup.,0
CUST-000620,46,80.55,month-to-month,2,7.0,They appreciate the current pricing plan. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000621,24,74.58,one-year,4,6.56,Recent support interactions were helpful and professional. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Account team stability feedback service billing contract review.,0
CUST-000622,28,54.8,month-to-month,1,7.62,Recent support interactions were helpful and professional. The customer opened 1 support ticket(s) in the recent review window.,0
CUST-000623,25,56.14,two-year,3,4.18,The onboarding experience was smooth. The customer opened 3 support ticket(s) in the recent review window.,0
CUST-000624,21,90.68,month-to-month,4,7.14,The team scheduled a check-in call for next month. The customer opened 4 support ticket(s) in the recent review window.,1
CUST-000625,45,63.62,two-year,0,6.6,The customer mentioned the portal is easy to use. The customer opened 0 support ticket(s) in the recent review window. Internal follow-up note: Service support followup customer customer review renewal service.,0
CUST-000626,31,52.26,month-to-month,2,5.76,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Review support billing customer account billing usage service. Primary issue category: service outage.,0
CUST-000627,49,70.08,one-year,2,6.59,Network performance has improved over the last quarter. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000628,43,85.39,month-to-month,2,7.05,The service has been reliable lately. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000629,24,101.65,month-to-month,4,5.95,The onboarding experience was smooth. The customer opened 4 support ticket(s) in the recent review window. Internal follow-up note: Contract followup feedback review customer customer stability review.,0
CUST-000630,24,62.51,one-year,1,7.25,They appreciate the current pricing plan. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Feedback experience billing usage usage support contract team.,0
CUST-000631,35,31.31,two-year,2,6.22,Recent support interactions were helpful and professional. The customer opened 2 support ticket(s) in the recent review window.,0
CUST-000632,27,50.19,two-year,1,8.66,Network performance has improved over the last quarter. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Team billing service stability billing customer team service.,0
CUST-000633,7,71.38,month-to-month,2,7.93,The account owner requested a routine plan review. The customer opened 2 support ticket(s) in the recent review window. Internal follow-up note: Account service team support contract customer usage experience.,1
CUST-000634,6,97.23,month-to-month,2,6.76,The customer asked for a usage summary before renewal. The customer opened 2 support ticket(s) in the recent review window.,1
CUST-000635,57,40.97,month-to-month,3,6.95,The service has been reliable lately. The customer opened 3 support ticket(s) in the recent review window. Internal follow-up note: Followup service review customer stability support renewal service.,0
CUST-000636,40,74.52,month-to-month,1,6.05,Network performance has improved over the last quarter. The customer opened 1 support ticket(s) in the recent review window. Internal follow-up note: Customer customer support service followup pricing usage followup.,0
